gene	locus_tag	transcript_ID	kali320	kali310	kali355	kali351	kali357	kali244	kali326	kali334	kali373	kali308	kali388	kali448	kali322	kali189	kali148	kali262	kali371	kali391	kali224	kali383	kali170	kali443	kali459	kali400
cds0	PFA_0005w	XM_001350900.1	0	2.1332436	0	0	0	0	0	9.283649523	1.154485681	2.102412895	6.111273194	0	0.444723595	1.359959993	0.303997234	2.822082387	7.140493438	0.570102898	0.910735098	5.758093413	1.815262189	0	8.888856946	0.842288188
cds1	PFA_0010c	XM_001350901.1	0	0	2.975724932	0	5.039727954	0	4.591193491	0	0	0	0	44.77639299	0	0	0	0	0	0	0	0	0	0	0	0
cds10	PFA_0065w	XM_002808553.1	0	2.1332436	0	50.49371709	5.039727954	16.26236291	41.32074142	49.51279745	0	14.71689027	3.666763916	76.38325863	0	0.453319998	0	0	0	0	0	0	0	0	0	0
cds100	PFA_0545c	XM_001351005.1	25.37870022	14.9327052	8.927174795	0	30.23836773	24.00634525	41.32074142	49.51279745	0	39.94584501	0	38.19162932	0	0.453319998	0	0	0	0	0	0	0	0	0	0
cds1000	PFE0845c	XM_001351690.1	993.9990919	821.2987859	565.387737	736.1452439	1133.93879	974.9673766	817.2324414	878.8521548	730.789436	1215.194653	1153.808379	987.7145513	448.2813841	428.8407177	533.2111479	638.8489004	543.326637	507.391579	326.9539	392.9322945	544.5786568	535.4364472	561.9199026	373.9759554
cds1001	PFE0850c	XM_001351691.2	638.6972888	550.3768487	333.2811923	388.0043524	559.4098029	480.1269051	353.5218988	439.4260774	352.1181326	584.4707848	618.4608472	468.8351737	265.94471	267.0054786	296.3973029	366.51795	303.795539	298.1638155	294.1674365	245.0644557	275.0122217	342.0303124	319.9988501	243.702049
cds1002	PFE0855c	XM_002808647.1	4.22978337	8.532974399	2.975724932	2.657564057	25.19863977	3.87199117	9.182386982	6.189099682	5.772428404	16.81930316	13.44480103	15.80343282	8.449748311	36.7189198	1.823983402	7.407966266	34.40419566	22.23401301	1.821470195	1.612266156	2.722893284	10.38422201	6.726702554	3.930678209
cds1003	PFE0860c	XM_001351693.1	38.06805033	0	5.951449863	10.63025623	10.07945591	27.10393819	13.77358047	13.92547428	16.16279953	10.51206448	9.77803711	17.12038556	134.3065258	248.4193587	22.19179806	91.01215698	288.8654164	216.6391012	67.39439722	53.20478314	137.0522953	151.220233	61.26104112	108.6551762
cds1004	PFE0865c	XM_001351694.2	689.4546893	292.2543732	669.5381096	550.1157599	388.0590525	786.0142075	229.5596745	423.9533282	999.7845996	327.9764116	634.3501575	359.5280967	796.4999592	1374.466233	660.5859888	1235.719325	1215.182156	964.0440002	435.3313767	771.3541936	1047.406283	1448.59897	680.3579155	734.7560624
cds1005	PFE0870w	XM_001351695.1	160.7317681	194.1251676	62.49022356	159.4538434	206.6288461	101.4461687	215.7860941	143.8965676	30.0166277	180.807509	111.2251721	135.6461317	64.48492132	37.6255598	50.46354079	68.78825819	55.1765402	57.01028978	20.03617215	38.23374026	34.4899816	14.27830526	90.5702451	47.16813851
cds1006	PFE0875c	XM_002808648.1	8.45956674	0	2.975724932	2.657564057	5.039727954	4.646389404	13.77358047	15.4727492	2.308971362	8.40965158	1.222254639	3.950858205	3.557788763	14.95955992	1.519986169	9.171767758	18.82493725	9.691749263	2.732205293	8.752301988	4.538155474	11.03323588	6.005984423	7.58059369
cds1007	PFE0880c	XM_001351697.1	16.91913348	0	5.951449863	2.657564057	15.11918386	5.420787638	0	1.54727492	3.463457042	0	2.444509278	2.63390547	10.67336629	23.57263987	3.343969571	12.34661044	22.07061608	20.52370432	5.464410586	17.73492771	15.42972861	17.52337464	6.726702554	14.03813646
cds1008	PFE0885w	XM_001351698.1	325.6933195	332.7860016	360.0627167	369.401404	342.7015009	301.240913	307.6099639	391.4605549	383.289246	351.1029535	418.0110865	384.5501986	395.8039998	456.4932375	386.0764868	470.2294778	471.2725669	511.3822993	340.6149265	444.2944877	432.0324011	520.5091281	412.0105314	386.3295154
cds1009	PFE0890c	XM_002808649.1	12.68935011	0	2.975724932	0	5.039727954	0	41.32074142	9.283649523	0	2.102412895	1.222254639	14.48648009	0	0	0	0	0	0	0	0	0	0	0	0
cds101	PFA_0550w	XM_002808565.1	8.45956674	8.532974399	5.951449863	0	20.15891182	7.74398234	13.77358047	10.83092444	0	6.307238685	1.222254639	6.584763675	0	0	0	0	0	0	0	0	0	0	0	0
cds1010	PFE0895c	XM_002808650.1	0	4.2664872	14.87862466	0	5.039727954	7.74398234	27.54716095	9.283649523	1.154485681	6.307238685	1.222254639	9.218669145	4.447235953	1.81327999	6.383941908	4.233123581	5.842221904	5.13092608	4.553675488	2.533561102	3.630524379	0	6.2462238	2.807627292
cds1011	PFE0900w	XM_002808651.1	21.14891685	42.664872	35.70869918	34.54833274	35.27809568	21.68315055	45.91193491	40.22914793	42.71597019	31.53619343	45.22342164	28.97296017	50.25376627	23.57263987	34.65568464	37.39259163	38.29901026	29.07524779	26.41131783	31.32402817	42.65866145	43.48392965	25.70561333	24.9878829
cds1012	PFE0905w	XM_001351702.1	126.8935011	151.4602956	26.78152438	82.38448578	110.874015	96.02538102	224.9684811	116.045619	0	145.0664898	129.5589917	131.6952735	7.560301121	18.5861199	11.85589211	1.411041194	3.245678835	2.280411591	0.910735098	2.072913629	2.722893284	0	5.285266292	0.280762729
cds1014	PFE0915c	XM_002808653.1	76.13610066	91.72947479	35.70869918	69.09666549	105.834287	58.07986755	68.86790236	55.70189714	25.39868498	121.9399479	114.891936	106.6731715	19.1231146	10.87967994	33.74369294	19.04905611	20.12320878	19.38349853	0.910735098	22.57172618	23.59840846	8.437180381	43.96380598	16.00347557
cds1015	PFE0920c	XM_001351705.1	0	0	0	0	0	1.548796468	0	1.54727492	0	0	0	3.950858205	1.334170786	0.906639995	0.303997234	0.352760298	0.649135767	0.570102898	0.910735098	0.921294946	0	0	0.480478754	0
cds1016	PFE0925c	XM_001351706.1	80.36588403	93.86271839	199.3735704	135.5357669	105.834287	111.5133457	114.7798373	157.8220419	168.5549094	124.0423608	111.2251721	97.45450239	142.7562741	162.7418791	120.0789073	152.7452092	148.0029549	148.7968563	224.9515691	153.1652848	144.3133441	157.7103717	146.0655412	150.4888229
cds1017	PFE0930w	XM_001351707.1	16.91913348	0	8.927174795	0	5.039727954	1.548796468	22.95596745	10.83092444	0	12.61447737	3.666763916	7.90171641	3.557788763	9.973039946	2.127980636	14.11041194	14.93012264	11.40205796	8.196615878	5.758093413	6.353417663	4.543097128	1.921915015	5.615254585
cds1018	PFE0935c	XM_001351708.1	29.60848359	0	29.75724932	5.315128115	35.27809568	3.097592936	123.9622243	30.94549841	2.308971362	23.12654185	1.222254639	27.65600744	0.889447191	0	6.991936375	2.822082387	1.947407301	0.570102898	5.464410586	1.612266156	1.815262189	1.298027751	4.804787539	1.123050917
cds1019	PFE0940c	XM_002808654.1	101.5148009	0	26.78152438	10.63025623	40.31782363	5.420787638	358.1130923	78.91102094	0	31.53619343	11.00029175	72.43240043	0	0	1.215988935	0	0	0	0	0.230323737	0	0	0.240239377	0.280762729
cds102	PFA_0555c	XM_001351007.1	8.45956674	17.0659488	5.951449863	10.63025623	60.47673545	20.13435408	59.68551538	24.75639873	0	71.48203843	2.444509278	22.3881965	0	1.359959993	0.303997234	0	0	0	0	0	0	0	0	0
cds1021	PFE0955w	XM_001351712.1	0	6.399730799	5.951449863	2.657564057	30.23836773	13.93916821	22.95596745	9.283649523	0	50.45790948	0	14.48648009	0	0.453319998	0	0	0	0	0.910735098	0	0	0	0	0
cds1023	PFE0965c	XM_001351714.1	173.4211182	211.1911164	116.0532723	228.5505089	221.74803	229.9962755	179.0565461	233.638513	126.9934249	277.5185021	242.0064185	304.2160818	118.2964764	99.73039946	89.07118947	143.2206811	80.49283512	83.80512598	60.10851644	69.55776843	117.9920423	99.94813682	121.5611247	82.26347967
cds1024	PFE0970w	XM_001351715.1	0	2.1332436	5.951449863	0	25.19863977	7.74398234	13.77358047	7.736374602	0	18.92171606	0	10.53562188	0	0	0	0.705520597	0	0	0	0	0	0	0	0
cds1025	PFE0975c	XM_001351716.1	587.9398884	556.7765795	336.2569173	520.8825552	614.8468104	572.2802949	449.9369621	498.2225244	588.7876972	828.3506806	738.2418018	570.2405343	473.1859054	397.1083178	440.1879944	538.3122153	444.6580005	511.9524022	298.721112	314.6222241	567.2694342	568.5361549	463.6619975	356.0071407
cds1026	PFE0980c	XM_001351717.1	181.8806849	475.7133228	95.22319781	340.1681993	544.2906191	274.1369748	426.9809947	256.8476368	13.85382817	292.2353924	210.2277979	347.6755221	37.8015056	51.67847972	20.06381742	26.45702238	11.03530804	7.981440569	14.57176156	12.20715804	16.3373597	5.841124879	46.12596037	8.703644607
cds1027	PFE0985w	XM_001351718.1	33.83826696	42.664872	41.66014904	63.78153737	50.39727954	47.23829227	64.27670887	60.3437219	34.63457042	75.68686422	68.44625977	43.45944026	40.02512358	31.73239983	42.86360995	30.33738566	34.40419566	47.31854052	40.07234429	30.40273322	41.75103036	19.47041626	33.87375215	23.86483199
cds1028	PFE0990w	XM_002808656.1	380.6805033	196.2584112	339.2326422	348.1408915	141.1123827	288.076143	160.6917722	222.8075885	362.5085038	168.1930316	342.2312989	196.2259575	600.3768537	525.8511972	360.5407192	394.7387739	488.1500968	518.793637	491.7969527	350.7830507	485.5826357	545.8206692	350.0287722	434.3399421
cds1029	PFE0995c	XM_001351720.1	274.935919	273.0551808	235.0822696	364.0862758	257.0261257	210.6363196	321.3835444	182.5784406	266.6861923	313.2595214	306.7859143	183.0564302	213.0226022	186.314519	184.5263209	148.1593253	173.9683856	162.4793259	279.595675	135.4303571	160.6507038	176.5317741	170.5699576	157.7886538
cds103	PFA_0560c	XM_001351008.1	12.68935011	25.5989232	0	18.6029484	20.15891182	5.420787638	4.591193491	12.37819936	0	18.92171606	11.00029175	18.43733829	0	1.359959993	0.303997234	0	0	0	0	0	0	0	0	0
cds1030	PFE1000c	XM_001351721.1	12.68935011	8.532974399	0	5.315128115	25.19863977	7.74398234	18.36477396	9.283649523	0	18.92171606	8.555782472	21.07124376	1.778894381	2.719919985	0.303997234	2.822082387	3.245678835	1.710308693	1.821470195	1.612266156	0.907631095	1.298027751	1.441436262	0.842288188
cds1031	PFE1005w	XM_001351722.1	786.7397068	678.3714647	482.0674389	717.5422955	861.7934802	792.2093934	583.0815733	626.6463428	645.3574956	931.3689125	1069.472809	707.2036187	516.3240942	403.0014778	579.4187274	647.3151475	547.2214517	515.3730196	418.9381449	448.440315	679.8156899	634.7355702	632.7905188	488.5271489
cds1032	PFE1010w	XM_002808657.1	59.21696718	70.39703879	29.75724932	90.35717795	50.39727954	44.14069934	82.64148284	55.70189714	43.87045587	67.27721264	83.11331544	30.28991291	44.02763594	26.74587986	47.42356846	41.97847551	37.64987449	45.60823182	4.553675488	31.09370443	27.22893284	21.41745789	52.13194479	34.25305297
cds1033	PFE1015c	XM_001351724.1	25.37870022	17.0659488	17.85434959	15.94538434	95.75483113	20.13435408	36.72954793	27.85094857	6.926914085	44.1506708	15.8893103	27.65600744	14.23115505	10.42635994	15.80785615	15.16869283	16.22839418	19.95360142	5.464410586	23.26269739	16.3373597	3.245069377	20.42034704	13.19584827
cds1034	PFE1020w	XM_001351725.1	29.60848359	21.332436	17.85434959	23.91807652	15.11918386	21.68315055	22.95596745	17.02002413	5.772428404	18.92171606	17.11156494	13.16952735	24.01507415	14.50623992	16.41585062	20.10733701	13.63185111	27.36493909	4.553675488	19.34719387	23.59840846	13.62929138	19.21915015	16.84576375
cds1035	PFE1025c	XM_001351726.1	0	4.2664872	8.927174795	0	15.11918386	3.097592936	4.591193491	1.54727492	0	6.307238685	2.444509278	7.90171641	10.22864269	2.719919985	7.903928076	5.644164774	6.491357671	10.26185216	0	9.443273197	9.983942042	5.841124879	9.849814454	7.861356419
cds1036	PFE1030c	XM_001351727.1	8.45956674	27.7321668	2.975724932	5.315128115	10.07945591	10.84157528	41.32074142	13.92547428	1.154485681	10.51206448	7.333527833	7.90171641	0	9.973039946	1.823983402	0.705520597	8.438764972	4.560823182	10.01808607	2.072913629	4.538155474	1.298027751	0.960957508	3.369152751
cds1037	PFE1035c	XM_002808658.1	160.7317681	46.9313592	68.44167343	79.72692172	80.63564727	78.98861987	68.86790236	49.51279745	107.3671683	58.86756106	68.44625977	39.50858205	7.115577525	110.6100794	16.11185339	125.9354265	156.4417199	104.8989332	207.6476023	124.3748177	177.8956946	146.6771358	119.8794491	118.201109
cds1038	PFE1040c	XM_001351729.1	50.75740044	36.2651412	32.73297425	63.78153737	60.47673545	44.14069934	36.72954793	68.0800965	34.63457042	58.86756106	56.22371338	48.7272512	76.93718199	85.22415954	56.54348547	63.14409341	82.44024242	144.2360331	71.94807271	88.44431482	64.44180772	80.47772055	62.70247738	75.8059369
cds1039	PFE1045c	XM_001351730.1	16.91913348	68.26379519	20.83007452	26.57564057	120.9534709	25.55514172	105.5974503	34.04004825	6.926914085	109.3254705	51.33469483	36.87467658	8.894471907	9.066399951	14.59186722	7.407966266	9.737036506	4.560823182	0	6.218740886	2.722893284	5.192111004	18.7386714	6.738305502
cds104	PFA_0565c	XM_001351009.1	8.45956674	8.532974399	0	5.315128115	10.07945591	0.774398234	0	1.54727492	1.154485681	0	1.222254639	6.584763675	0	0.453319998	0.607994467	0	0	0	0.910735098	0	0	0	0.240239377	0
cds1040	PFE1050w	XM_001351731.1	296.0848359	273.0551808	214.2521951	228.5505089	211.6685741	249.3562313	119.3710308	205.7875644	245.90545	178.7050961	298.2301319	168.5699501	217.0251145	169.5416791	281.5014384	335.8278041	215.5130747	281.0607286	104.7345362	218.1165785	254.1367065	300.4934243	297.4163486	250.4403545
cds1041	PFE1055c	XM_001351732.1	114.204151	119.4616416	139.8590718	122.2479466	125.9931989	123.1293192	78.05028934	112.9510692	83.12296902	105.1206448	91.66909791	102.7223133	83.16331233	43.51871976	100.3190871	81.13486863	48.68518253	51.3092608	26.41131783	66.56355985	56.27312787	34.3977354	78.55827625	52.22186764
cds1044	PFE1070c	XM_001351735.1	97.2850175	59.73082079	122.0047222	42.52102492	75.59591931	88.28139868	78.05028934	83.55284571	99.28576855	63.07238685	57.44596802	51.36115667	261.4974741	273.3519585	243.5017842	308.6652611	325.8661551	290.7524779	219.4871585	289.7472605	275.0122217	235.5920368	253.2123033	295.0816284
cds1045	PFE1075c	XM_001351736.1	12.68935011	23.4656796	5.951449863	7.972692172	25.19863977	11.61597351	13.77358047	10.83092444	0	35.74101922	15.8893103	23.70514923	4.447235953	2.719919985	3.951964038	3.527602984	1.298271534	12.54226375	0	3.454856048	0.907631095	0	6.486463177	0.561525458
cds1046	PFE1080w	XM_001351737.1	4.22978337	14.9327052	5.951449863	7.972692172	15.11918386	17.03676115	18.36477396	13.92547428	0	6.307238685	14.66705567	9.218669145	9.783919097	4.986519973	3.951964038	4.233123581	3.245678835	23.94432171	0	5.29744594	5.445786568	5.192111004	8.888856946	3.64991548
cds1047	PFE1082c	XM_002808660.1	4.22978337	2.1332436	2.975724932	0	0	3.87199117	4.591193491	6.189099682	8.081399766	2.102412895	0	1.316952735	7.115577525	9.066399951	8.815919777	5.996925073	7.789629205	9.121646365	8.196615878	9.212949461	12.70683533	7.788166505	3.843830031	6.738305502
cds1048	PFE1085w	XM_001351738.1	76.13610066	27.7321668	62.49022356	7.972692172	35.27809568	45.68949581	27.54716095	44.87097269	55.41531268	48.35549659	35.44538452	32.92381838	47.14070111	112.4233594	73.56733056	74.78518326	96.07209353	71.83296512	142.9854103	96.73596934	97.11652713	120.067567	83.84354255	106.6898371
cds1049	PFE1090w	XM_002808661.1	4.22978337	0	0	0	0	0.774398234	9.182386982	0	1.154485681	0	0	0	5.781406739	6.346479966	3.039972337	2.11656179	7.140493438	10.83195506	9.107350976	4.836798467	3.630524379	5.192111004	6.726702554	1.965339105
cds105	PFA_0570w	XM_002808566.1	63.44675055	162.1265136	20.83007452	58.46640926	141.1123827	83.63500927	114.7798373	114.4983441	0	166.0906187	74.55753297	144.8648009	0	12.69295993	0.911991701	0	0	0	0	0.230323737	0	0	1.201196885	0
cds1050	PFE1095w	XM_001351740.1	12.68935011	0	2.975724932	2.657564057	5.039727954	3.097592936	27.54716095	12.37819936	1.154485681	4.20482579	0	11.85257462	2.223617977	1.359959993	5.167952973	1.058280895	1.947407301	0.570102898	3.64294039	0.69097121	0.907631095	0	0.720718131	0.280762729
cds1051	PFE1100w	XM_001351741.1	16.91913348	23.4656796	23.80579945	13.28782029	25.19863977	16.26236291	22.95596745	17.02002413	27.70765634	42.0482579	13.44480103	30.28991291	2.223617977	2.266599988	8.20792531	0.705520597	7.140493438	2.280411591	56.46557605	1.151618683	2.722893284	3.894083253	6.486463177	3.088390022
cds1052	PFE1105c	XM_001351742.1	0	0	5.951449863	2.657564057	5.039727954	4.646389404	0	3.094549841	0	6.307238685	2.444509278	9.218669145	1.334170786	0	0.911991701	0	0.649135767	1.710308693	0.910735098	0	0	0	0.960957508	0.561525458
cds1053	PFE1110w	XM_001351743.1	12.68935011	17.0659488	14.87862466	2.657564057	10.07945591	6.969584106	0	6.189099682	10.39037113	4.20482579	18.33381958	9.218669145	17.78894381	12.23963993	17.32784232	9.171767758	21.42148031	15.39277824	20.03617215	17.73492771	19.06025299	13.62929138	16.81675638	21.33796742
cds1054	PFE1115c	XM_002808662.1	42.2978337	46.9313592	65.46594849	42.52102492	55.4370075	54.20787638	41.32074142	58.79644698	93.51334015	77.78927712	45.22342164	56.62896761	38.69095279	40.79879978	50.46354079	57.85268894	90.87900739	30.78555648	52.82263566	43.5311862	55.36549678	41.53688803	55.25505669	31.44542568
cds1055	PFE1120w	XM_002808663.1	4.22978337	0	2.975724932	5.315128115	35.27809568	6.969584106	128.5534177	40.22914793	8.081399766	25.22895474	1.222254639	44.77639299	68.04271009	17.22615991	35.56767634	44.8005579	27.91283798	37.05668836	11.83955627	38.69438774	19.96788408	18.17238851	79.75947314	25.83017109
cds1056	PFE1125w	XM_002808664.1	0	0	0	0	15.11918386	0	4.591193491	1.54727492	0	2.102412895	0	1.316952735	0.444723595	0	0	0	0	0.570102898	0	0	0	0	0	0
cds1058	PFE1135w	XM_001351748.1	0	2.1332436	0	0	10.07945591	0.774398234	18.36477396	4.641824761	0	10.51206448	0	5.26781094	0	0	0	0	0	0	0	0	0	0	0	0
cds1059	PFE1140c	XM_001351749.1	42.2978337	21.332436	41.66014904	15.94538434	30.23836773	30.97592936	13.77358047	12.37819936	58.87876972	33.63860632	33.00087525	10.53562188	27.57286291	39.89215978	31.31171507	28.92634447	44.79036793	27.93504199	33.69719861	32.24532311	33.5823505	40.23886028	33.87375215	26.67245928
cds106	PFA_0575c	XM_001351011.1	25.37870022	38.3983848	17.85434959	26.57564057	60.47673545	41.81750464	41.32074142	29.39822349	16.16279953	69.37962554	18.33381958	39.50858205	15.12060224	9.066399951	21.58380359	17.28525462	6.491357671	13.68246955	3.64294039	15.43169035	10.89157314	9.735208132	15.85579888	11.79203463
cds1060	PFE1145w	XM_001351750.1	16.91913348	2.1332436	2.975724932	0	0	5.420787638	32.13835444	6.189099682	1.154485681	6.307238685	1.222254639	17.12038556	7.115577525	24.93259986	4.863955739	19.40181641	41.54468909	21.66391012	21.85764234	18.88654639	38.12050598	27.90759664	7.687660062	22.18025561
cds1061	PFE1150w	XM_001351751.1	930.5523413	810.6325679	1511.668265	1169.328185	932.3496715	941.6682525	1409.496402	1005.728698	1395.773188	1051.206448	908.1351966	858.6531833	1711.296395	3247.131142	1326.339931	2046.715251	2478.400359	1814.067421	2615.6312	1878.981043	1925.085552	3130.193921	1452.727512	2124.531572
cds1062	PFE1155c	XM_001351752.2	33.83826696	34.1318976	11.90289973	37.2058968	80.63564727	15.48796468	55.09432189	29.39822349	6.926914085	60.96997396	59.8904773	19.75429103	9.783919097	4.533199975	19.75982019	5.996925073	4.54395037	10.83195506	0.910735098	5.988417149	4.538155474	3.894083253	14.41436262	7.019068231
cds1063	PFE1160w	XM_001351753.1	25.37870022	10.666218	17.85434959	21.26051246	20.15891182	20.13435408	32.13835444	26.30367365	15.00831385	14.71689027	31.77862061	27.65600744	5.336683144	11.78631994	18.84782849	13.05213104	6.491357671	9.691749263	0.910735098	11.28586309	9.983942042	4.543097128	23.54345894	14.31889919
cds1064	PFE1165c	XM_001351754.1	0	0	0	0	5.039727954	0.774398234	0	1.54727492	0	0	0	9.218669145	1.334170786	0.453319998	0	1.411041194	2.596543068	1.140205796	0	2.763884838	0	0.649013875	0.720718131	0
cds1065	PFE1170w	XM_001351755.1	114.204151	230.3903088	71.41739836	201.9748684	191.5096623	103.7693634	174.4653527	171.7475162	72.73259789	222.8557669	152.7818298	229.1497759	20.45728539	16.31951991	46.20757952	24.34046059	9.737036506	10.83195506	2.732205293	25.33561102	29.95182613	16.87436076	55.49529607	15.44195011
cds1066	PFE1173c	XM_002808665.1	4.22978337	0	2.975724932	0	0	2.323194702	9.182386982	1.54727492	0	2.102412895	0	6.584763675	0	0	0	0	0	0	0	0	0	0	0	0
cds1067	PFE1175w	XM_001351756.1	0	0	0	0	20.15891182	2.323194702	4.591193491	7.736374602	0	4.20482579	2.444509278	9.218669145	0.444723595	0.453319998	0	0	0	0	0.910735098	0	0	0	0	0
cds1068	PFE1180c	XM_001351757.1	0	17.0659488	2.975724932	2.657564057	15.11918386	7.74398234	22.95596745	9.283649523	0	16.81930316	2.444509278	3.950858205	4.447235953	40.34547978	2.735975103	12.69937074	51.93086137	19.38349853	59.19778134	16.81363277	28.13656394	20.11943014	2.642633146	24.9878829
cds1069	PFE1185w	XM_001351758.1	93.05523413	36.2651412	157.7134214	79.72692172	40.31782363	105.3181598	45.91193491	64.98554666	211.2708796	54.66273527	81.8910608	39.50858205	157.4321527	247.5127187	214.9260442	208.4813363	215.5130747	175.0215896	249.5414167	241.1489521	210.570414	327.7520071	215.2544817	215.9065388
cds107	PFA_0580c	XM_001351012.1	21.14891685	19.1991924	26.78152438	13.28782029	20.15891182	15.48796468	9.182386982	24.75639873	36.94354179	16.81930316	19.55607422	11.85257462	48.47487189	21.75935988	45.59958506	53.26680506	27.91283798	40.47730574	11.83955627	46.98604225	35.39761269	18.82140239	58.85864735	37.06068026
cds1070	PFE1190c	XM_002808666.1	38.06805033	10.666218	11.90289973	45.17858897	20.15891182	24.78074349	9.182386982	9.283649523	11.54485681	0	35.44538452	11.85257462	58.25879099	72.9845196	53.80751036	52.20852416	88.93160009	75.82368541	81.05542369	53.20478314	60.81128335	105.1402478	57.65745046	62.04856316
cds1071	PFE1195w	XM_001351760.1	1142.04151	1102.886941	958.183428	1466.97536	700.5221856	814.6669422	794.2764739	843.2648317	1323.04059	674.8745393	1302.923445	916.5991036	1223.879334	1573.927031	1161.269433	1494.998145	1753.964843	1545.548956	1881.578712	1275.532853	1189.904365	1764.019713	1262.698165	1519.487891
cds1072	PFE1200w	XM_001351761.1	126.8935011	17.0659488	184.4949458	7.972692172	151.1918386	130.0989033	55.09432189	103.6674197	203.1894798	69.37962554	29.33411133	71.11544769	218.8040089	316.8706783	221.3099861	236.7021602	286.2688733	245.1442461	290.5244961	319.6893463	278.6427461	303.7384937	204.2034704	311.9273922
cds1074	PFE1210c	XM_001351763.1	8.45956674	38.3983848	29.75724932	50.49371709	75.59591931	44.14069934	27.54716095	41.77642285	21.93522794	54.66273527	35.44538452	53.99506214	20.90200898	10.87967994	34.04769017	5.996925073	9.737036506	10.26185216	6.375145683	21.18978376	23.59840846	2.596055502	23.54345894	10.94974644
cds1075	PFE1215c	XM_001351764.1	156.5019847	155.7267828	139.8590718	132.8782029	136.0726548	187.4043726	123.9622243	151.6329422	176.6363092	98.81340607	127.1144824	107.9901243	143.2009977	182.234639	161.7265283	154.5090107	149.3012264	159.0587085	184.8792248	171.8215074	171.5422769	253.7644253	155.4348769	173.2306039
cds1076	PFE1220w	XM_001351765.1	8.45956674	2.1332436	2.975724932	2.657564057	0	3.097592936	0	3.094549841	6.926914085	4.20482579	7.333527833	5.26781094	11.56281348	21.75935988	12.15988935	7.055205968	12.98271534	18.24329273	23.67911254	11.51618683	22.69077737	16.87436076	11.29125072	19.37262832
cds1077	PFE1225w	XM_001351766.1	0	19.1991924	0	5.315128115	15.11918386	5.420787638	27.54716095	15.4727492	1.154485681	14.71689027	3.666763916	0	0	2.266599988	0	0.352760298	0.649135767	4.560823182	1.821470195	0.460647473	0.907631095	1.298027751	0.240239377	0.842288188
cds1078	PFE1230c	XM_001351767.1	25.37870022	36.2651412	8.927174795	13.28782029	40.31782363	21.68315055	50.5031284	27.85094857	8.081399766	39.94584501	20.77832886	27.65600744	5.781406739	4.079879978	3.343969571	6.349685371	2.596543068	5.701028978	0	4.145827257	6.353417663	1.298027751	7.687660062	1.965339105
cds1079	PFE1235c	XM_001351768.1	16.91913348	57.59757719	11.90289973	34.54833274	75.59591931	17.81115938	36.72954793	40.22914793	13.85382817	18.92171606	23.22283814	61.89677855	16.01004943	13.59959993	17.32784232	16.93249432	20.12320878	23.94432171	4.553675488	20.49881255	19.96788408	12.33126363	16.81675638	20.21491651
cds108	PFA_0585w	XM_001351013.1	4.22978337	0	0	0	0	0.774398234	0	0	2.308971362	2.102412895	1.222254639	0	3.113065167	5.439839971	2.127980636	5.291404476	5.193086137	7.411337671	11.83955627	7.600683305	6.353417663	3.245069377	4.084069408	5.896017314
cds1080	PFE1240w	XM_001351769.1	88.82545077	115.1951544	116.0532723	151.4811513	115.9137429	120.8061245	169.8741592	117.592894	84.2774547	176.6026832	69.66851441	138.2800372	117.8517528	108.3434794	86.33521437	78.66554654	99.31777236	90.07625785	89.25203956	110.7857173	66.25706991	103.1932062	98.97862329	81.70195421
cds1081	PFE1245w	XM_001351770.1	258.0167856	744.5020163	360.0627167	199.3173043	1305.28954	805.3741634	1799.747848	1220.799912	34.63457042	1465.381788	124.6699732	1322.220546	1.334170786	145.9690392	36.47966804	2.11656179	5.842221904	0	161.2001123	0.69097121	3.630524379	3.245069377	5.285266292	8.703644607
cds1082	PFE1250w	XM_001351771.1	461.0463873	273.0551808	815.3486312	241.8383292	322.5425891	494.0660733	362.7042858	298.6240597	768.8874634	332.1812374	238.3396546	374.0145768	514.9899234	1000.477235	475.4516735	633.5574959	706.9088504	563.8317659	1188.509302	645.8277572	593.5907359	1164.330893	388.4670725	658.6693628
cds1083	PFE1255w	XM_001351772.1	21.14891685	12.7994616	20.83007452	2.657564057	75.59591931	26.32953996	45.91193491	21.66184889	15.00831385	69.37962554	2.444509278	55.31201487	39.58039998	128.7428793	21.27980636	34.21774894	119.4409811	67.84224484	113.8418872	41.91892005	33.5823505	72.04054017	26.66657084	41.83364666
cds1084	PFE1260c	XM_001351773.1	25.37870022	2.1332436	11.90289973	0	20.15891182	6.969584106	78.05028934	23.20912381	2.308971362	16.81930316	4.889018555	21.07124376	0	0	0	0	0	0	0	0	0.907631095	0	0	0
cds1085	PFE1265w	XM_001351774.1	4.22978337	0	0	0	5.039727954	0	13.77358047	1.54727492	0	0	0	0	0	0	0	0	0	0	0	0.230323737	0	0.649013875	0	0
cds1086	PFE1270c	XM_001351775.1	97.2850175	108.7954236	119.0289973	87.69961389	80.63564727	87.50700044	55.09432189	99.02559491	34.63457042	109.3254705	96.55811646	85.60192778	111.1808988	99.73039946	95.45513138	110.0612131	86.33505702	107.7494477	40.98307939	110.7857173	110.7309936	73.33856792	121.080646	103.8822098
cds1087	PFE1275c	XM_001351776.2	0	4.2664872	5.951449863	0	10.07945591	3.097592936	13.77358047	0	0	8.40965158	0	1.316952735	0	0	0	0	0	0	0	0	0	0	0	0
cds1088	PFE1280w	XM_001351777.1	0	0	0	0	5.039727954	0	9.182386982	0	0	8.40965158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
