gene	locus_tag	transcript_ID	kali320	kali310	kali355	kali351	kali357	kali244	kali326	kali334	kali373	kali308	kali388	kali448	kali322	kali189	kali148	kali262	kali371	kali391	kali224	kali383	kali170	kali443	kali459	kali400
cds2182	PFI0520w	XM_001351943.1	0	0	0	0	5.039727954	0.774398234	0	0	0	2.102412895	0	1.316952735	0.889447191	1.359959993	0.607994467	1.411041194	0.649135767	2.280411591	0	0	0	1.298027751	0.480478754	1.965339105
cds2183	PFI0525w	XM_001351944.1	21.14891685	40.5316284	11.90289973	26.57564057	40.31782363	31.75032759	64.27670887	47.96552253	6.926914085	54.66273527	31.77862061	28.97296017	24.01507415	8.613079953	23.40778699	21.1656179	9.087900739	29.07524779	0	20.03816508	27.22893284	7.13915263	17.05699576	7.861356419
cds2185	PFI0535w	XM_002808882.1	12.68935011	0	0	0	0	0	4.591193491	1.54727492	0	0	0	2.63390547	0	0	0	0	0	0	0	0	0	0	0	0
cds2186	PFI0540w	XM_001351947.1	12.68935011	2.1332436	2.975724932	2.657564057	10.07945591	0.774398234	59.68551538	26.30367365	0	8.40965158	0	13.16952735	1.778894381	0	0.303997234	0.705520597	1.298271534	0	0.910735098	0.230323737	0	0	0.480478754	1.123050917
cds2187	PFI0545w	XM_001351948.1	4.22978337	2.1332436	0	2.657564057	10.07945591	2.323194702	22.95596745	3.094549841	0	6.307238685	0	3.950858205	0	0	0	0	0	0	0	0	0	0	0	0
cds2188	PFI0550w	XM_001351949.1	0	0	0	0	5.039727954	0.774398234	0	0	0	0	0	3.950858205	0	0.453319998	0.303997234	0.352760298	0.649135767	0.570102898	0	0.921294946	0	0	0.240239377	0
cds2189	PFI0555c	XM_001351950.1	38.06805033	95.99596199	41.66014904	31.89076869	110.874015	68.92144283	110.1886438	49.51279745	24.2441993	100.915819	46.44567627	100.0884079	0.889447191	8.159759956	23.40778699	1.058280895	11.68444381	0	100.1808607	2.072913629	0.907631095	5.192111004	3.363351277	12.07279736
cds219	"PFB0390w;partial=true;start_range=.,354621"	XM_001349560.1	16.91913348	42.664872	11.90289973	2.657564057	75.59591931	32.52472583	32.13835444	12.37819936	0	58.86756106	20.77832886	35.55772385	2.223617977	1.81327999	0.607994467	2.11656179	2.596543068	1.710308693	0	0.230323737	2.722893284	0.649013875	1.201196885	1.123050917
cds2190	PFI0560c	XM_002808883.1	46.52761707	0	5.951449863	0	5.039727954	2.323194702	156.1005787	15.4727492	0	14.71689027	2.444509278	34.24077111	0	0	0	0	0	0	0	0	0	0	0	0
cds2191	PFI0565w	XM_002808884.1	0	0	0	0	5.039727954	0	22.95596745	3.094549841	0	8.40965158	1.222254639	7.90171641	0	0	0	0	0	0	0	0	0	0	0	0
cds2192	PFI0570w	XM_001351953.1	21.14891685	34.1318976	5.951449863	10.63025623	40.31782363	14.71356645	22.95596745	15.4727492	0	50.45790948	19.55607422	18.43733829	0	0.906639995	0	0	0	0	0.910735098	0	0	0	0	0
cds2193	PFI0575c	XM_001351954.1	0	0	0	0	5.039727954	2.323194702	4.591193491	1.54727492	3.463457042	0	0	0	24.01507415	16.77283991	0.607994467	6.349685371	35.05333142	17.67318983	17.30396685	3.454856048	17.2449908	9.086194256	2.402393769	2.807627292
cds2194	PFI0580c	XM_001351955.1	427.2081203	309.320322	282.6938685	276.386662	251.9863977	367.8391611	270.880416	278.5094857	257.4503068	172.3978574	315.3416968	263.390547	1220.321546	635.1013166	376.0445781	434.9534479	931.5098258	577.5142355	576.4953168	573.9667514	678.0004277	457.5547822	438.6771023	344.4958688
cds2195	PFI0585c	XM_001351956.1	46.52761707	34.1318976	29.75724932	21.26051246	60.47673545	33.29912406	36.72954793	37.13459809	13.85382817	71.48203843	35.44538452	27.65600744	29.79648089	43.51871976	32.52770401	30.69014596	29.86024529	21.66391012	77.4124833	25.33561102	53.55023459	43.48392965	45.16500286	39.86830755
cds2196	PFI0590c	XM_001351957.1	38.06805033	17.0659488	50.58732384	13.28782029	25.19863977	44.14069934	18.36477396	13.92547428	55.41531268	27.33136764	26.88960205	25.02210197	47.5854247	53.03843971	39.82363761	25.04598119	25.31629492	19.38349853	79.23395349	39.61568268	51.7349724	59.06026267	38.91877906	49.41424035
cds2197	PFI0595c	XM_001351958.1	25.37870022	0	2.975724932	2.657564057	10.07945591	1.548796468	128.5534177	27.85094857	0	10.51206448	4.889018555	32.92381838	0	0.453319998	0	0	0	0	1.821470195	0	0	0	0	0
cds2198	PFI0605c	XM_001351960.1	67.67653392	74.66352599	56.5387737	50.49371709	115.9137429	75.89102693	64.27670887	49.51279745	13.85382817	48.35549659	45.22342164	76.38325863	84.94220671	76.61107958	48.94355463	48.68092118	74.65061321	62.71131876	109.2882117	72.09132953	81.68679852	72.04054017	49.72955102	69.62915685
cds2199	PFI0610w	XM_002808885.1	80.36588403	123.7281288	154.7376964	85.04204983	110.874015	162.6236291	128.5534177	129.9710933	182.4087376	145.0664898	145.448302	105.3562188	171.6633078	198.5541589	134.6707745	159.4476549	192.1441871	142.5257244	332.4183106	142.1097454	222.3696182	219.3666899	130.2097423	167.3345866
cds22	PFA_0145c	XM_001350925.1	135.3530678	164.2597572	166.6405962	215.2626886	231.8274859	150.2332574	206.6037071	131.5183682	198.5715371	224.9581798	201.6720154	150.1326118	157.8768763	151.4088792	151.9986169	168.9721829	148.6520907	138.5350042	64.66219193	153.856256	184.2491122	160.9554411	153.5129619	116.7972954
cds220	"PFB0391c;partial=true;start_range=.,356501"	XM_001349561.1	0	2.1332436	0	0	0	0	0	0	0	2.102412895	0	1.316952735	0	0	0.303997234	0	0	0.570102898	0	0.230323737	0	0.649013875	0	0.280762729
cds2200	PFI0615w	XM_001351962.1	0	0	5.951449863	0	20.15891182	1.548796468	4.591193491	1.54727492	2.308971362	2.102412895	2.444509278	3.950858205	5.336683144	14.95955992	1.519986169	2.822082387	21.42148031	11.40205796	26.41131783	5.067122203	8.168679852	9.086194256	6.486463177	7.861356419
cds2201	PFI0620w	XM_001351963.1	0	0	0	0	10.07945591	0	4.591193491	3.094549841	0	2.102412895	0	5.26781094	0.444723595	0	0	0.352760298	0.649135767	2.280411591	0.910735098	0	2.722893284	1.298027751	0	0.561525458
cds2202	PFI0625c	XM_001351964.1	33.83826696	74.66352599	41.66014904	69.09666549	80.63564727	42.59190287	64.27670887	49.51279745	81.96848334	50.45790948	64.77949586	77.70021137	84.05275952	48.95855973	60.19145227	28.22082387	65.56271248	66.13193614	126.5921786	63.33902754	69.88759429	67.49744305	58.61840797	75.24441144
cds2203	PFI0630w	XM_001351965.1	42.2978337	110.9286672	50.58732384	100.9874342	110.874015	75.89102693	91.82386982	61.89099682	68.11465517	77.78927712	114.891936	57.94592034	80.49497076	41.70543977	61.10344397	45.15331819	53.87826867	54.72987819	51.91190056	47.67701346	60.81128335	41.53688803	58.85864735	49.13347762
cds2204	PFI0635c	XM_001351966.1	131.1232845	127.994616	154.7376964	58.46640926	65.5164634	151.0076556	110.1886438	105.2146946	146.6196815	174.5002703	138.1147742	111.9409825	84.05275952	113.3299994	94.84713691	83.95695102	123.9849315	109.4597564	202.1831917	87.0623724	117.0844112	120.067567	84.80450005	100.2322943
cds2205	PFI0640c	XM_001351967.1	4.22978337	0	0	0	15.11918386	4.646389404	22.95596745	1.54727492	0	10.51206448	0	3.950858205	0.889447191	1.81327999	0	1.058280895	2.596543068	3.990720285	0	0.230323737	3.630524379	0	0.240239377	1.684576375
cds2206	PFI0645w	XM_001351968.1	448.3570372	366.9178992	279.7181436	382.6892242	372.9398686	391.0711082	266.2892225	314.0968089	337.1098188	534.0128753	664.9065235	352.943333	290.4045078	274.2585985	375.7405809	406.0271034	288.8654164	312.9864909	175.7718738	285.831757	343.0845538	317.3677851	352.9116447	320.6310368
cds2207	PFI0650c	XM_001351969.1	148.0424179	238.9232832	110.1018225	268.4139698	166.3110225	161.8492309	188.2389331	106.7619695	247.0599357	172.3978574	277.451803	161.9851864	188.1180808	98.82375946	179.6623651	224.0027895	144.1081403	106.6092419	35.51866881	141.1884505	117.0844112	129.8027751	196.7560497	152.7349247
cds2208	PFI0655c	XM_001351970.1	4.22978337	12.7994616	0	2.657564057	15.11918386	9.292778808	18.36477396	1.54727492	0	21.02412895	7.333527833	7.90171641	0.889447191	0.906639995	0	0	0	0	0	0	0	0	0	0
cds2209	PFI0660c	XM_001351971.1	0	0	0	0	5.039727954	0.774398234	4.591193491	1.54727492	0	0	1.222254639	0	6.67085393	0	0.303997234	0.352760298	0.649135767	1.140205796	0	0.230323737	0	0.649013875	0.720718131	0.280762729
cds2210	PFI0665w	XM_001351972.1	0	0	2.975724932	0	40.31782363	0.774398234	64.27670887	9.283649523	2.308971362	10.51206448	0	19.75429103	0.444723595	0	0	0.352760298	0.649135767	0	0	0	0	0	0.480478754	0
cds2211	PFI0670w	XM_001351973.1	59.21696718	78.93001319	5.951449863	29.23320463	90.71510318	56.53107108	128.5534177	68.0800965	1.154485681	109.3254705	51.33469483	86.91888051	6.226130335	9.519719948	6.383941908	4.938644177	5.193086137	1.710308693	0.910735098	0.921294946	0	1.947041626	5.765745046	1.965339105
cds2212	PFI0675w	XM_001351974.1	4.22978337	0	2.975724932	0	0	0	13.77358047	0	0	4.20482579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cds2213	PFI0680c	XM_001351975.1	54.98718381	106.66218	26.78152438	31.89076869	75.59591931	65.04945166	96.41506331	61.89099682	9.235885446	79.89169001	75.7797876	92.18669145	26.68341572	14.05291992	48.33556016	18.69629581	16.22839418	13.68246955	5.464410586	26.71755344	10.89157314	5.192111004	62.22199862	16.56500103
cds2214	PFI0685w	XM_001351976.1	33.83826696	61.86406439	47.6115989	31.89076869	110.874015	37.94551347	82.64148284	63.43827174	17.31728521	90.40375449	37.8898938	52.6781094	67.59798649	19.0394399	48.63955739	28.22082387	18.82493725	12.54226375	12.75029137	44.91312862	31.76708831	18.17238851	45.16500286	24.9878829
cds2215	PFI0690c	XM_002808886.1	29.60848359	21.332436	11.90289973	10.63025623	20.15891182	6.969584106	82.64148284	32.49277333	0	14.71689027	0	23.70514923	0	1.81327999	0	0.705520597	2.596543068	1.710308693	0	0.460647473	0.907631095	0	0	0.280762729
cds2216	PFI0695c	XM_001351978.1	131.1232845	38.3983848	196.3978455	42.52102492	166.3110225	119.257328	96.41506331	137.7074679	173.1728521	157.6809671	78.22429688	114.574888	198.3467235	339.5366782	169.6304564	206.7175349	269.3913433	232.6019823	317.8465491	231.0147077	200.5864719	317.3677851	159.7591857	207.7644196
cds2217	PFI0700c	XM_002808887.1	80.36588403	68.26379519	130.931897	85.04204983	115.9137429	86.73260221	68.86790236	91.28922031	110.8306254	124.0423608	51.33469483	85.60192778	134.7512494	95.19719948	106.0950346	143.9262017	133.0728323	131.6937694	124.7707084	140.727803	101.6546826	104.4912339	126.1256729	121.0087363
cds2218	PFI0705w	XM_001351980.1	67.67653392	0	14.87862466	0	30.23836773	6.195185872	316.7923509	49.51279745	0	27.33136764	3.666763916	44.77639299	2.668341572	0.453319998	0.607994467	2.822082387	5.842221904	3.420617387	0	2.533561102	2.722893284	2.596055502	0.960957508	1.684576375
cds2219	PFI0710c	XM_001351981.1	4.22978337	8.532974399	35.70869918	15.94538434	40.31782363	30.20153113	45.91193491	29.39822349	31.17111338	16.81930316	11.00029175	26.3390547	37.8015056	78.42435958	51.07153526	33.51222835	61.01876211	34.77627677	47.35822508	57.58093413	36.30524379	38.94083253	89.36904822	45.76432487
cds222	"PFB0395w;partial=true;start_range=.,359142"	XM_001349562.1	12.68935011	31.998654	50.58732384	21.26051246	35.27809568	25.55514172	41.32074142	24.75639873	21.93522794	27.33136764	29.33411133	26.3390547	21.34673258	15.41287992	29.48773167	26.45702238	22.07061608	21.09380722	2.732205293	30.17240948	19.96788408	23.36449952	40.36021532	30.04161203
cds2220	PFI0715w	XM_001351982.1	46.52761707	25.5989232	44.63587397	45.17858897	45.35755159	47.23829227	45.91193491	30.94549841	61.18774108	27.33136764	33.00087525	36.87467658	60.48240897	58.47827968	34.35168741	69.49377878	51.93086137	63.28142166	59.19778134	41.45827257	57.18075897	66.19941529	41.56141221	32.28771386
cds2221	PFI0720w	XM_001351983.1	329.9231028	164.2597572	401.7228658	159.4538434	70.55619136	308.9848954	59.68551538	181.0311657	471.0301578	109.3254705	254.2289649	134.329179	533.6683144	893.4937152	588.5386444	651.1955108	883.473779	615.1410267	1099.257263	735.8843382	686.1691076	1007.269535	504.0222128	697.1338567
cds2222	PFI0725c	XM_001351984.1	0	0	0	2.657564057	20.15891182	1.548796468	9.182386982	3.094549841	0	6.307238685	2.444509278	5.26781094	0.444723595	0	0.303997234	0	0	1.710308693	0	0	0.907631095	0	0	0.561525458
cds2223	PFI0730w	XM_001351985.1	25.37870022	23.4656796	32.73297425	69.09666549	100.7945591	37.17111523	87.23267633	61.89099682	20.78074225	69.37962554	50.11244019	30.28991291	48.0301483	13.59959993	50.46354079	26.80978268	41.54468909	53.58967239	0.910735098	29.25111454	46.28918583	12.98027751	67.98774367	24.9878829
cds2224	PFI0735c	XM_001351986.1	0	0	0	0	5.039727954	0	4.591193491	7.736374602	0	0	0	3.950858205	0.444723595	0	0	0	0.649135767	0.570102898	0.910735098	0	0	0	0	0.280762729
cds2225	PFI0740c	XM_001351987.1	46.52761707	59.73082079	44.63587397	53.15128115	40.31782363	48.78708874	32.13835444	40.22914793	36.94354179	39.94584501	66.00175049	18.43733829	51.14321346	48.50523974	57.15147994	57.49992864	64.91357671	47.31854052	77.4124833	38.69438774	53.55023459	61.65631817	38.67853968	46.32585033
cds2226	PFI0745w	XM_001351988.1	4.22978337	0	2.975724932	10.63025623	15.11918386	3.097592936	27.54716095	10.83092444	2.308971362	4.20482579	4.889018555	3.950858205	4.002512358	3.173239983	13.37587828	3.527602984	5.842221904	9.121646365	6.375145683	5.29744594	4.538155474	3.245069377	3.843830031	8.984407336
cds2227	PFI0750c	XM_001351989.1	4.22978337	4.2664872	2.975724932	2.657564057	20.15891182	3.87199117	0	3.094549841	1.154485681	16.81930316	7.333527833	5.26781094	8.894471907	10.87967994	3.343969571	3.174842686	13.63185111	13.68246955	1.821470195	7.140035832	5.445786568	4.543097128	9.3693357	10.66898371
cds2228	PFI0755c	XM_001351990.1	1264.705228	1476.204571	970.0863277	1990.515479	1078.501782	1090.352713	1120.251212	1274.954534	1736.346464	1011.260603	1619.487396	967.9602603	1337.283851	1111.993954	1345.187759	1303.449303	1052.249078	1582.605644	396.1697675	1075.61185	1159.044908	1224.040169	1563.958344	1180.607276
cds2229	PFI0760w	XM_001351991.1	0	2.1332436	2.975724932	0	15.11918386	6.195185872	4.591193491	7.736374602	1.154485681	21.02412895	1.222254639	1.316952735	0.889447191	1.359959993	0	0	0.649135767	1.140205796	0	0	0.907631095	0	0	0
cds223	"PFB0400w;partial=true;start_range=.,360828"	XM_001349563.1	0	0	2.975724932	0	0	3.87199117	0	7.736374602	1.154485681	4.20482579	1.222254639	5.26781094	1.334170786	0	0.911991701	0.705520597	1.298271534	3.990720285	0	1.151618683	0	0.649013875	0.960957508	0.842288188
cds2230	PFI0765w	XM_001351992.1	71.90631729	66.13055159	110.1018225	58.46640926	55.4370075	48.01269051	50.5031284	60.3437219	87.74091174	60.96997396	62.33498658	72.43240043	62.70602694	63.01147966	71.74334715	37.03983133	63.61530517	50.16905501	153.0034964	60.11449523	66.25706991	66.84842917	58.61840797	60.64474952
cds2231	PFI0770c	XM_001351993.1	0	0	0	0	0	0	22.95596745	1.54727492	0	4.20482579	0	2.63390547	0.444723595	0	0	0	0.649135767	0	0	0.230323737	0	0	0	0.280762729
cds2232	PFI0775w	XM_001351994.1	46.52761707	0	5.951449863	0	30.23836773	0.774398234	123.9622243	47.96552253	0	12.61447737	2.444509278	26.3390547	0	0	0	0	0	0	0	0	0	0	0	0
cds2233	PFI0780w	XM_001351995.1	25.37870022	49.0646028	32.73297425	69.09666549	15.11918386	43.3663011	22.95596745	37.13459809	40.40699883	33.63860632	36.66763916	56.62896761	37.35678201	30.37243984	40.43163208	32.10118715	32.45678835	31.35565938	31.87572842	34.087913	29.95182613	37.64280478	34.59447028	30.60313749
cds2234	PFI0785c	XM_001351996.1	63.44675055	0	17.85434959	2.657564057	20.15891182	4.646389404	270.880416	47.96552253	0	27.33136764	0	43.45944026	3.113065167	2.719919985	2.127980636	2.822082387	2.596543068	4.560823182	2.732205293	3.685179784	3.630524379	1.298027751	2.642633146	1.684576375
cds2235	PFI0790w	XM_002808888.1	12.68935011	8.532974399	2.975724932	5.315128115	5.039727954	6.195185872	9.182386982	7.736374602	4.617942723	4.20482579	6.111273194	3.950858205	19.1231146	5.439839971	15.80785615	19.04905611	5.842221904	14.82267534	3.64294039	16.81363277	14.52209752	13.62929138	16.57651701	13.476611
cds2236	PFI0795w	XM_001351998.1	46.52761707	185.5921932	26.78152438	130.2206388	191.5096623	61.95185872	105.5974503	105.2146946	0	130.3495995	85.55782472	89.55278598	5.781406739	13.14627993	3.647966804	3.174842686	5.193086137	11.40205796	2.732205293	9.673596934	3.630524379	3.894083253	4.324308785	3.088390022
cds2237	PFI0800c	XM_001351999.1	4.22978337	0	0	0	0	0	0	0	0	0	0	1.316952735	0.889447191	0.906639995	0.911991701	1.763801492	0.649135767	3.420617387	0	1.842589892	0	1.298027751	0.480478754	1.403813646
cds2238	PFI0805w	XM_002808889.1	50.75740044	49.0646028	53.56304877	53.15128115	45.35755159	52.65907991	45.91193491	74.26919618	43.87045587	42.0482579	45.22342164	59.26287308	92.94723143	145.0623992	83.29524203	80.07658773	137.6167826	133.4040781	48.26896017	108.2521562	98.02415823	96.05405357	100.1798202	108.0936508
cds2239	PFI0810c	XM_002808890.1	0	12.7994616	2.975724932	0	15.11918386	9.292778808	13.77358047	12.37819936	1.154485681	25.22895474	2.444509278	10.53562188	0.444723595	2.719919985	0	1.058280895	0	2.280411591	4.553675488	0.921294946	0.907631095	1.947041626	1.441436262	0.842288188
cds224	"PFB0405w;partial=true;start_range=.,370438"	XM_001349564.1	67.67653392	19.1991924	17.85434959	26.57564057	20.15891182	10.84157528	229.5596745	91.28922031	3.463457042	23.12654185	30.55636597	80.33411684	1.778894381	0	0.607994467	0	1.298271534	0	0.910735098	0	0.907631095	0	3.603590654	0.280762729
cds2240	PFI0815c	XM_001352002.1	4.22978337	6.399730799	14.87862466	0	10.07945591	26.32953996	9.182386982	20.11457397	35.78905611	14.71689027	8.555782472	2.63390547	33.79899325	49.86519973	38.30365145	33.51222835	43.49209639	34.20617387	47.35822508	40.53697763	55.36549678	51.27209616	25.46537395	34.25305297
cds2241	PFI0820c	XM_001352003.1	697.914256	255.989232	678.4652844	438.4980694	403.1782363	892.8811638	234.150868	417.7642285	963.9955435	323.7715858	548.7923328	372.697624	1704.180817	2765.251985	1076.454205	2049.537334	2130.463588	1786.702482	1819.648725	1275.302529	1798.92483	2252.727162	1323.478727	1553.740944
cds2242	PFI0823w	XM_002808891.1	0	23.4656796	2.975724932	7.972692172	30.23836773	7.74398234	13.77358047	10.83092444	0	23.12654185	3.666763916	11.85257462	1.778894381	4.079879978	0.303997234	1.763801492	10.38617227	5.13092608	0.910735098	1.381942419	0.907631095	1.947041626	0.720718131	0.561525458
cds2243	PFI0825w	XM_001352004.1	33.83826696	21.332436	47.6115989	23.91807652	15.11918386	37.17111523	22.95596745	21.66184889	35.78905611	33.63860632	35.44538452	15.80343282	93.83667862	89.75735951	72.65533885	52.91404476	105.1599943	72.40306802	158.467907	81.30427899	96.20889604	88.91490094	77.83755812	120.7279736
cds2244	PFI0830c	XM_001352005.1	25.37870022	14.9327052	14.87862466	2.657564057	75.59591931	17.03676115	64.27670887	20.11457397	1.154485681	67.27721264	8.555782472	30.28991291	4.447235953	6.346479966	5.77594744	8.113486863	7.140493438	8.551543467	0	5.988417149	9.983942042	1.947041626	15.37532012	7.861356419
cds2245	PFI0835c	XM_001352006.1	29.60848359	36.2651412	17.85434959	23.91807652	35.27809568	13.16476998	50.5031284	18.56729905	13.85382817	12.61447737	20.77832886	23.70514923	22.23617977	8.613079953	25.83976486	15.87421343	14.28098688	15.39277824	1.821470195	15.66201408	16.3373597	6.490138754	36.99686405	20.21491651
cds2249	PFI0855w	XM_001352010.1	0	8.532974399	0	0	0	3.87199117	9.182386982	3.094549841	0	10.51206448	0	5.26781094	0	0	0	0	0	0	0	0	0	0	0	0
cds225	"PFB0410c;partial=true;start_range=.,381130"	XM_001349565.1	76.13610066	42.664872	65.46594849	31.89076869	20.15891182	44.91509757	32.13835444	51.06007238	77.35054061	48.35549659	33.00087525	19.75429103	61.37185616	86.58411953	63.23142461	57.49992864	86.33505702	71.83296512	140.253205	71.17003458	70.79522539	100.5971507	66.06582865	75.24441144
cds2250	PFI0860c	XM_001352011.1	135.3530678	140.7940776	145.8105216	156.7962794	141.1123827	90.60459338	45.91193491	112.9510692	139.6927674	86.1989287	111.2251721	114.574888	172.1080314	184.501239	141.3587137	166.8556211	231.0923331	192.1246766	227.6837744	174.815716	171.5422769	244.678231	136.9364448	206.9221315
cds2251	PFI0865w	XM_001352012.1	16.91913348	14.9327052	8.927174795	15.94538434	15.11918386	13.16476998	22.95596745	12.37819936	13.85382817	6.307238685	18.33381958	13.16952735	15.56532584	14.50623992	20.97580913	7.760726565	12.98271534	13.68246955	17.30396685	17.73492771	17.2449908	12.33126363	16.33627763	20.49567924
cds2252	PFI0870w	XM_001352013.1	21.14891685	40.5316284	32.73297425	21.26051246	30.23836773	21.68315055	22.95596745	38.68187301	24.2441993	21.02412895	36.66763916	38.19162932	40.46984718	61.65151967	38.91164591	49.03368148	46.08863946	49.02884921	53.73337076	57.35061039	69.88759429	81.12673443	35.55542778	71.0329705
cds2253	PFI0875w	XM_001352014.1	1759.589882	2760.417218	806.4214564	3383.079045	922.2702156	1447.350299	1235.031049	1394.094703	846.238004	1082.742641	3707.098319	1974.11215	982.3944221	490.9455573	895.8798477	634.9685371	576.4325612	478.3163313	1190.330773	660.7988001	614.4662511	569.1851688	788.2253957	747.1096225
cds2254	PFI0880c	XM_001352015.1	4.22978337	2.1332436	2.975724932	0	0	6.969584106	22.95596745	6.189099682	1.154485681	4.20482579	1.222254639	11.85257462	7.560301121	12.69295993	2.735975103	14.46317223	17.52666571	23.94432171	2.732205293	11.74651056	16.3373597	12.33126363	5.285266292	9.826695524
cds2255	PFI0885w	XM_002808892.1	59.21696718	14.9327052	68.44167343	53.15128115	40.31782363	83.63500927	36.72954793	27.85094857	105.058197	35.74101922	64.77949586	19.75429103	94.28140221	57.11831969	99.71109265	139.3403179	68.15925554	139.67521	24.58984764	97.42694055	124.34546	88.91490094	121.5611247	69.62915685
cds2256	PFI0890c	XM_002808893.1	4.22978337	12.7994616	8.927174795	0	15.11918386	9.292778808	13.77358047	15.4727492	0	16.81930316	0	2.63390547	1.778894381	1.81327999	0.303997234	1.058280895	1.947407301	2.850514489	0	0.460647473	0.907631095	1.298027751	0.240239377	0.561525458
cds2257	PFI0895c	XM_001352018.1	97.2850175	113.0619108	71.41739836	98.32987012	131.0329268	93.70218631	68.86790236	99.02559491	110.8306254	77.78927712	133.2257556	117.2087934	131.1934606	163.6485191	131.0228077	137.5765164	157.7399914	133.974181	241.3448009	148.7891338	157.0201794	197.949232	134.2938117	166.7730612
cds2258	PFI0900w	XM_002808894.1	8.45956674	0	0	0	0	0.774398234	0	1.54727492	1.154485681	6.307238685	2.444509278	6.584763675	1.334170786	3.62655998	0.303997234	1.058280895	5.842221904	2.850514489	1.821470195	0.69097121	0.907631095	4.543097128	0.720718131	2.526864563
cds2259	PFI0905w	XM_001352020.1	4.22978337	2.1332436	0	0	5.039727954	0.774398234	0	1.54727492	2.308971362	4.20482579	3.666763916	5.26781094	0.889447191	0.453319998	1.215988935	1.411041194	0	0.570102898	1.821470195	0.921294946	1.815262189	1.947041626	0.240239377	0.561525458
cds226	"PFB0415c;partial=true;start_range=.,384865"	XM_001349566.2	21.14891685	36.2651412	14.87862466	13.28782029	15.11918386	30.20153113	27.54716095	26.30367365	26.55317066	18.92171606	34.22312989	22.3881965	25.34924493	20.39939989	29.7917289	37.74535193	16.22839418	26.2247333	5.464410586	28.56014333	29.04419503	12.98027751	35.55542778	26.39169655
cds2260	PFI0910w	XM_001352021.1	8.45956674	19.1991924	0	5.315128115	10.07945591	12.39037174	18.36477396	10.83092444	0	16.81930316	15.8893103	10.53562188	2.223617977	2.266599988	1.519986169	0	0.649135767	0.570102898	0	0.460647473	0	0	2.642633146	0
cds2261	PFI0915w	XM_001352022.1	88.82545077	2.1332436	166.6405962	2.657564057	30.23836773	96.79977925	9.182386982	57.24917206	195.1080801	21.02412895	4.889018555	30.28991291	217.9145617	326.8437182	137.4067496	219.7696659	320.6730689	260.5370243	116.5740925	214.6617224	228.7230359	326.4539793	187.8671928	234.4368789
cds2262	PFI0920c	XM_001352023.1	21.14891685	55.46433359	104.1503726	69.09666549	125.9931989	67.37264636	91.82386982	83.55284571	75.04156925	157.6809671	62.33498658	82.96802231	82.27386514	102.4503194	89.37518671	61.02753162	135.0202396	92.92677234	276.8634697	85.68042999	81.68679852	126.5577057	79.99971252	111.7435662
cds2263	PFI0925w	XM_001352024.1	63.44675055	115.1951544	175.567771	90.35717795	377.9795966	124.6781157	243.333255	211.9766641	110.8306254	395.2536243	84.33557008	291.0465544	259.7185797	268.3654385	193.3422406	279.7389166	323.269612	267.948362	167.575258	321.0712887	254.1367065	279.0759664	212.3716092	289.1856111
cds2264	PFI0930c	XM_001352025.1	511.8037877	217.5908472	580.2663617	318.9076869	292.3042213	527.3651974	142.3269982	278.5094857	847.3924897	254.3919603	466.901272	193.5920521	573.693438	997.7573146	689.465726	760.198443	908.1409382	776.4801468	1223.117236	776.1909921	717.9361959	1125.39006	552.0700882	734.7560624
cds2265	PFI0935w	XM_001352026.1	135.3530678	134.3943468	110.1018225	124.9055107	110.874015	86.73260221	179.0565461	120.6874438	93.51334015	111.4278834	110.0029175	136.9630844	72.93466963	56.2116797	84.20723373	58.20544923	64.91357671	57.01028978	116.5740925	66.10291238	93.48600275	66.84842917	79.51923376	72.15602142
cds2266	PFI0940c	XM_001352027.1	0	0	2.975724932	0	10.07945591	0.774398234	4.591193491	1.54727492	0	2.102412895	0	1.316952735	0	0	0	0	0	0	0	0	0	0	0	0
cds227	"PFB0420w;partial=true;start_range=.,387273"	XM_001349567.1	4.22978337	8.532974399	2.975724932	2.657564057	15.11918386	6.969584106	0	10.83092444	2.308971362	16.81930316	3.666763916	7.90171641	1.778894381	0.453319998	2.127980636	0.352760298	0.649135767	2.850514489	0.910735098	1.381942419	0	1.947041626	2.162154392	1.965339105
cds2270	PFI0960w	XM_001352031.1	8.45956674	8.532974399	2.975724932	2.657564057	25.19863977	4.646389404	22.95596745	3.094549841	0	6.307238685	0	11.85257462	0	0.906639995	0	0	0	0	0	0	0	0	0	0
cds2271	PFI0965w	XM_001352032.1	33.83826696	42.664872	11.90289973	31.89076869	70.55619136	22.45754879	32.13835444	41.77642285	3.463457042	50.45790948	46.44567627	23.70514923	5.336683144	7.253119961	8.815919777	2.822082387	1.298271534	2.280411591	0.910735098	3.454856048	1.815262189	4.543097128	12.25220822	3.088390022
cds2272	PFI0970c	XM_001352033.1	29.60848359	8.532974399	71.41739836	5.315128115	25.19863977	55.75667285	78.05028934	20.11457397	137.383796	16.81930316	8.555782472	28.97296017	107.6231101	189.034439	107.6150207	125.5826662	120.0901169	139.67521	247.7199465	136.1213283	129.7912465	158.3593856	92.01168136	146.8389074
