Name,TP 1,TP 2,TP 3,TP 4,TP 5,TP 6,TP 7,TP 8,TP 9,TP 10,TP 11,TP 12,TP 13,TP 14,TP 15,TP 16,TP 17,TP 18,TP 19,TP 20,TP 21,TP 22,TP 24,TP 25,TP 26,TP 27,TP 28,TP 30,TP 31,TP 32,TP 33,TP 34,TP 35,TP 36,TP 37,TP 38,TP 39,TP 40,TP 41,TP 42,TP 43,TP 44,TP 45,TP 46,TP 47,TP 48
PF13_0336,0.588,0.585810297,0.428427491,0.432634456,0.305658748,0.399521112,0.269,0.374187625,0.368309491,0.373039126,0.302,0.331703474,0.458490644,0.517,0.539599546,0.509300744,0.678448779,0.722,0.988620978,0.819,0.9038518,0.891379028,1.433532228,1.445057933,1.44837276,1.303,1.577635079,1.613631557,1.587,1.589573916,1.707074509,1.409794127,2.02658856,1.668821373,1.684109453,1.107863935,0.972037885,0.855928621,0.622114577,0.742949961,0.651914242,0.661155552,0.682022463,0.531789921,0.506052487,0.653496686
PF14_0647,1.63,1.204165608,0.782236554,0.831113548,0.6636814,0.631623853,0.604,0.659564844,0.469822369,0.5595587,0.443,0.407853319,0.475577244,0.377,0.428480784,0.342259468,0.404438747,0.524,0.454831418,0.492,0.49326344,0.532208465,0.739771194,0.747719502,0.680333556,0.842,0.872858235,0.919770033,1.04,1.349595724,1.312196293,1.665597003,2.053519851,2.499461208,2.521745261,2.299046415,1.974165775,2.747100554,2.4008847,2.124576224,1.642532583,1.580451663,1.367489508,0.974184177,1.087635196,0.971721202
PF14_0649,0.75,0.814787693,0.941534452,0.904484262,1.07650338,1.105975885,0.82,1.171112509,1.042459046,1.461326853,1.229,1.449428058,1.700117504,1.337,1.254295418,1.244048932,1.378818338,1.477,0.953254352,0.987,0.835110757,1.043839493,0.871486578,1.005222876,0.996729632,0.942,0.994342814,1.224567142,1.091,1.350347953,0.966091563,1.351395436,1.432173768,1.278819237,1.246142824,1.221397052,0.667213098,0.818870238,0.456065713,0.492693127,0.546296836,0.613742026,0.753210037,0.731211175,0.833350095,0.837612279
PF14_0231,0.806,1.05422606,1.335587176,1.189112217,2.15300676,2.308344287,1.513,2.556553847,1.659344894,3.052138349,2.192,3.459009086,2.645576529,2.27,1.823358201,2.260314068,2.234825598,1.625,1.816858411,1.42,1.628419568,1.824848317,1.421804138,1.444258195,1.031975815,0.906,0.841238977,0.770957333,0.624,0.456635776,0.822584757,0.477882353,0.554017512,0.422322757,0.393777181,0.357080087,0.238103497,0.282121718,0.253622589,0.314124457,0.330206114,0.563694408,0.443199804,0.501991355,0.519899665,0.664861836
PF14_0229,0.767,1.30761225,1.272706386,1.216942522,1.743838098,1.468715708,1.134,1.750156017,0.8862854,1.888317937,1.677,1.57204222,1.809756603,1.19,1.465589516,1.226526994,1.216604416,1.165,1.311855624,0.963,1.015323819,1.237454777,1.156569071,1.109183872,1.139353798,0.891,1.237311872,1.060514518,1.208,0.797419937,0.804763656,0.607017526,0.864690553,0.753070447,0.736491,0.670211874,0.444808745,0.46860894,0.329823081,0.372778423,0.509877044,0.659838526,0.682022463,1.039511799,1.03854051,1.076280682
PF14_0037,0.297,0.397514133,0.329495136,0.431369421,0.387248938,0.625282254,0.502,0.979282152,0.951357765,1.428955647,1.217,1.377150266,1.590478405,1.287,1.518623453,1.833950031,1.991504714,1.335,1.626042958,1.816,2.028789686,1.745344493,1.412782546,1.829713685,1.706571692,1.174,1.412049964,1.1205775,1.061,0.953894849,1.121791769,0.696671901,0.847377499,0.761689296,0.779698501,0.532873396,0.413410495,0.506862738,0.345745573,0.381902369,0.318066159,0.418819659,0.355937663,0.451562999,0.407863189,0.504613111
PF14_0043,1.2805,1.0054085065,0.9457264475,0.9784875495,1.155049163,1.196026727,0.8795,0.9869790205,1.188221095,1.072102147,0.752,1.0351213705,0.753234656,0.631,1.386459385,0.8422152595,0.835730487,1.1195,0.75997154,0.8325,1.048765337,0.694489957,0.48445992,0.6349618,0.72418638,0.7575,0.700616418,0.795161816,1.1045,1.031380032,1.146647539,0.852538876,1.1176534325,1.511527659,1.3718372505,1.0300387225,1.412921858,1.4542417925,1.3716091605,0.9234737755,1.644960538,1.464551801,1.650517375,0.769032433,2.34836039,1.035934308
PF14_0044,4.2,3.593899633,1.967748172,2.753933359,1.436961456,1.292419167,1.369,1.365311111,1.404261308,0.915641468,0.702,0.551118207,0.404383069,0.202,0.39733385,0.23829668,0.195095123,0.247,0.232761834,0.134,0.111471958,0.113176139,0.05142312,0.093564899,0.048361061,0.035,NA,0.046616025,0.065,0.18807075,0.444589728,0.750135504,0.950293945,1.283128598,1.367909291,1.040110274,2.178254515,2.417161571,2.500968745,4.217870436,4.866897724,4.916521572,4.233361824,1.974728634,2.570545224,2.682177641
PF14_0045,2.702,2.862799155,2.624223396,3.406680108,2.395341797,NA,2.172,2.891664892,2.850169004,3.116880763,2.188,2.551664473,2.866278508,1.48,1.357837947,1.072335058,0.900944909,1.023,0.742699438,0.484,0.369715336,0.267507252,0.257115597,0.157540898,0.109836989,0.102,0.077384,0.059166492,0.055,0.055668943,0.082539864,0.113507343,0.154855595,0.284421454,0.348605729,0.367151584,0.782340065,0.938413366,1.256739727,1.859981827,2.435270009,2.39438412,3.007099086,3.706484129,4.146608965,3.50501547
PF14_0038,0.464,0.433546101,0.363869928,0.574315897,0.51633193,0.701381479,0.633,0.965072467,1.560434954,1.354964448,1.386,1.56946075,1.899461244,1.555,2.02960151,1.814091882,1.900533324,1.958,1.558599584,2.095,1.849505655,1.69670677,2.025349097,1.566612293,1.415585631,1.413,1.176569633,0.96459309,1.001,0.619881193,0.93420118,0.546151267,0.545360985,0.368455076,0.350569709,0.28108614,0.323140459,0.297662317,0.269545081,0.337586043,0.280432391,0.354284559,0.318047533,0.477923278,0.465769696,0.465971556
